"agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"USGS","09402500",2020-08-23,11600,"A"
"USGS","09402500",2020-08-24,11400,"A"
"USGS","09402500",2020-08-25,15400,"A"
"USGS","09402500",2020-08-26,15500,"A"
"USGS","09402500",2020-08-27,15500,"A"
"USGS","09402500",2020-08-28,15400,"A"
"USGS","09402500",2020-08-29,15600,"A"
"USGS","09402500",2020-08-30,11600,"A"
"USGS","09402500",2020-08-31,11400,"A"
"USGS","09402500",2020-09-01,14400,"A"
"USGS","09402500",2020-09-02,11000,"A"
"USGS","09402500",2020-09-03,11000,"A"
"USGS","09402500",2020-09-04,11100,"A"
"USGS","09402500",2020-09-05,11100,"A"
"USGS","09402500",2020-09-06,11100,"A"
"USGS","09402500",2020-09-07,10300,"A"
"USGS","09402500",2020-09-08,9680,"A"
"USGS","09402500",2020-09-09,11100,"A"
"USGS","09402500",2020-09-10,11100,"A"
"USGS","09402500",2020-09-11,11100,"A"
"USGS","09402500",2020-09-12,11100,"A"
"USGS","09402500",2020-09-13,11100,"A"
"USGS","09402500",2020-09-14,9610,"A"
"USGS","09402500",2020-09-15,10900,"A"
"USGS","09402500",2020-09-16,10800,"A"
"USGS","09402500",2020-09-17,11100,"A"
"USGS","09402500",2020-09-18,10900,"A"
"USGS","09402500",2020-09-19,11200,"A"
"USGS","09402500",2020-09-20,11000,"A"
"USGS","09402500",2020-09-21,9650,"A"
"USGS","09402500",2020-09-22,10900,"A"
"USGS","09402500",2020-09-23,11000,"A"
"USGS","09402500",2020-09-24,11200,"A"
"USGS","09402500",2020-09-25,11200,"A"
"USGS","09402500",2020-09-26,11100,"A"
"USGS","09402500",2020-09-27,11000,"A"
"USGS","09402500",2020-09-28,9700,"A"
"USGS","09402500",2020-09-29,11000,"A"
"USGS","09402500",2020-09-30,11200,"A"
"USGS","09402500",2020-10-01,11100,"A"
"USGS","09402500",2020-10-02,11500,"A"
"USGS","09402500",2020-10-03,11400,"A"
"USGS","09402500",2020-10-04,11500,"A"
"USGS","09402500",2020-10-05,10200,"A"
"USGS","09402500",2020-10-06,11400,"A"
"USGS","09402500",2020-10-07,11500,"A"
"USGS","09402500",2020-10-08,11400,"A"
"USGS","09402500",2020-10-09,11500,"A"
"USGS","09402500",2020-10-10,11200,"A"
"USGS","09402500",2020-10-11,11100,"A"
"USGS","09402500",2020-10-12,10200,"A"
"USGS","09402500",2020-10-13,11500,"A"
"USGS","09402500",2020-10-14,11700,"A"
"USGS","09402500",2020-10-15,11500,"A"
"USGS","09402500",2020-10-16,11600,"A"
"USGS","09402500",2020-10-17,11600,"A"
"USGS","09402500",2020-10-18,11500,"A"
"USGS","09402500",2020-10-19,10100,"A"
"USGS","09402500",2020-10-20,11400,"A"
"USGS","09402500",2020-10-21,11500,"A"
"USGS","09402500",2020-10-22,11400,"A"
